experiment,epoch,num_images,landscape_split,bn_mode,target_layer,epsilon_alpha,epsilon_beta,center_loss,lambda_min,lambda_max,anisotropy,mean_grad_cam_sensitivity,std_grad_cam_sensitivity,mean_signed_grad_cam_sensitivity,prediction_stability,selected_image_accuracy
sgd_nesterov,150,20,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,0.4471897780895233,1.8994209183599533,2.4906042204950194,1.3112439672642549,0.0028810824935481955,0.010030542445767475,0.0028810824935481955,1.0,0.75
sgd_nesterov,300,20,test_Z,match_landscape,last_conv2d,0.10000000000000009,0.10000000000000009,0.47674810886383057,2.7441205131925277,4.0756760490022845,1.485239452643651,0.0033171064199974064,0.006630758705285691,0.0033171064199974064,0.9625,0.9
