experiment,epoch,num_images,landscape_split,bn_mode,n_steps,epsilon_alpha,epsilon_beta,center_loss,lambda_min,lambda_max,anisotropy,mean_ig_sensitivity,std_ig_sensitivity,mean_signed_ig_sensitivity,prediction_stability,selected_image_accuracy
sgd_nesterov,150,20,test_Z,match_landscape,50,0.10000000000000009,0.10000000000000009,0.4471897780895233,1.8994209183599533,2.4906042204950194,1.3112439672642549,0.008985617978374601,0.0029034844244645785,0.011626664728826031,1.0,0.75
sgd_nesterov,300,20,test_Z,match_landscape,50,0.10000000000000009,0.10000000000000009,0.47674810886383057,2.7441205131925277,4.0756760490022845,1.485239452643651,0.0642741190416195,0.011179856191132997,0.09220650347470513,0.9625,0.9
