experiment,epoch,num_images,landscape_split,bn_mode,n_steps,epsilon_alpha,epsilon_beta,center_loss,lambda_min,lambda_max,anisotropy,mean_ig_sensitivity,std_ig_sensitivity,mean_signed_ig_sensitivity,prediction_stability,selected_image_accuracy
sgd_no_momentum,150,20,test_Z,match_landscape,50,0.10000000000000009,0.10000000000000009,0.4471897780895233,1.4892469669818396,2.0484973166943017,1.3755255925387975,0.0423809204257085,0.009154718296365875,0.05915094249297263,0.9,0.85
sgd_no_momentum,300,20,test_Z,match_landscape,50,0.10000000000000009,0.10000000000000009,0.5039632320404053,2.0877010961247042,3.2750301222132987,1.5687255844682815,0.08872609128643481,0.020236876124549167,0.13373845516120803,0.9625,0.9
